Year,Date,Age,Gender,Years,Count,
2013,09/07/2013,25,Femenino,52,1,
2013,09/07/2013,27,Masculino,50,1,
2013,10/07/2013,17,Masculino,60,1,
2013,11/07/2013,34,Masculino,43,1,
2013,11/07/2013,64,Masculino,13,1,
2013,12/07/2013,55,Masculino,22,1,
2013,13/07/2013,47,Masculino,30,1,
2013,13/07/2013,51,Masculino,26,1,
2013,14/07/2013,18,Masculino,59,1,
2013,14/07/2013,34,Masculino,43,1,
2013,14/07/2013,27,Masculino,50,1,
2013,17/07/2013,61,Masculino,16,1,
2013,17/07/2013,50,Femenino,27,1,
2013,18/07/2013,26,Masculino,51,1,
2013,18/07/2013,19,Masculino,58,1,
2013,18/07/2013,7,Masculino,70,1,
2013,20/07/2013,30,Masculino,47,1,
2013,20/07/2013,39,Femenino,38,1,
2013,21/07/2013,19,Masculino,58,1,
2013,21/07/2013,22,Masculino,55,1,
2013,21/07/2013,61,Masculino,16,1,
2013,22/07/2013,36,Femenino,41,1,
2013,22/07/2013,44,Masculino,33,1,
2013,22/07/2013,55,Femenino,22,1,
2013,24/07/2013,39,Masculino,38,1,
2013,24/07/2013,52,Masculino,25,1,
2013,25/07/2013,59,Masculino,18,1,
2013,27/07/2013,74,Masculino,3,1,
2013,28/07/2013,19,Masculino,58,1,
2013,28/07/2013,38,Femenino,39,1,
2013,28/07/2013,42,Femenino,35,1,
2013,29/07/2013,76,Masculino,1,1,
2013,30/07/2013,26,Masculino,51,1,
2013,30/07/2013,61,Masculino,16,1,
2013,31/07/2013,54,Masculino,23,1,
2013,31/07/2013,61,Masculino,16,1,
2013,31/07/2013,58,Femenino,19,1,
2013,31/07/2013,68,Femenino,9,1,
2013,31/07/2013,20,Femenino,57,1,
2013,01/08/2013,37,Masculino,40,1,
2013,02/08/2013,39,Masculino,38,1,
2013,02/08/2013,19,Masculino,58,1,
2013,02/08/2013,59,Masculino,18,1,
2013,02/08/2013,54,Femenino,23,1,
2013,04/08/2013,25,Masculino,52,1,
2013,05/08/2013,44,Masculino,33,1,
2013,06/08/2013,22,Masculino,55,1,
2013,07/08/2013,57,Masculino,20,1,
2013,10/08/2013,1,Femenino,76,1,
2013,10/08/2013,40,Femenino,37,1,
2013,10/08/2013,73,Femenino,4,1,
2013,11/08/2013,54,Femenino,23,1,
2013,12/08/2013,2,Masculino,75,1,
2013,12/08/2013,18,Masculino,59,1,
2013,12/08/2013,52,Masculino,25,1,
2013,12/08/2013,68,Femenino,9,1,
2013,13/08/2013,54,Masculino,23,1,
2013,13/08/2013,71,Masculino,6,1,
2013,13/08/2013,20,Masculino,57,1,
2013,13/08/2013,25,Femenino,52,1,
2013,13/08/2013,19,Masculino,58,1,
2013,13/08/2013,21,Masculino,56,1,
2013,14/08/2013,38,Masculino,39,1,
2013,17/08/2013,60,Masculino,17,1,
2013,18/08/2013,24,Masculino,53,1,
2013,18/08/2013,36,Masculino,41,1,
2013,18/08/2013,49,Femenino,28,1,
2013,19/08/2013,70,Femenino,7,1,
2013,20/08/2013,18,Femenino,59,1,
2013,20/08/2013,18,Masculino,59,1,
2013,21/08/2013,72,Masculino,5,1,
2013,21/08/2013,27,Masculino,50,1,
2013,22/08/2013,24,Masculino,53,1,
2013,24/08/2013,71,Femenino,6,1,
2013,25/08/2013,25,Masculino,52,1,
2013,26/08/2013,22,Masculino,55,1,
2013,26/08/2013,26,Masculino,51,1,
2013,28/08/2013,57,Masculino,20,1,
2013,01/09/2013,66,Masculino,11,1,
2013,01/09/2013,21,Masculino,56,1,
2013,01/09/2013,26,Masculino,51,1,
2013,02/09/2013,65,Masculino,12,1,
2013,03/09/2013,69,Masculino,8,1,
2013,03/09/2013,73,Masculino,4,1,
2013,04/09/2013,72,Masculino,5,1,
2013,06/09/2013,42,Masculino,35,1,
2013,06/09/2013,55,Femenino,22,1,
2013,06/09/2013,18,Masculino,59,1,
2013,08/09/2013,52,Femenino,25,1,
2013,09/09/2013,29,Masculino,48,1,
2013,10/09/2013,15,Masculino,62,1,
2013,10/09/2013,20,Masculino,57,1,
2013,11/09/2013,11,Femenino,66,1,
2013,12/09/2013,49,Masculino,28,1,
2013,13/09/2013,64,Masculino,13,1,
2013,14/09/2013,45,Masculino,32,1,
2013,14/09/2013,72,Masculino,5,1,
2013,15/09/2013,59,Masculino,18,1,
2013,15/09/2013,4,Femenino,73,1,
2013,15/09/2013,29,Femenino,48,1,
2013,15/09/2013,29,Masculino,48,1,
2013,15/09/2013,36,Femenino,41,1,
2013,16/09/2013,31,Masculino,46,1,
2013,16/09/2013,51,Masculino,26,1,
2013,17/09/2013,37,Masculino,40,1,
2013,18/09/2013,63,Masculino,14,1,
2013,18/09/2013,60,Femenino,17,1,
2013,19/09/2013,32,Masculino,45,1,
2013,20/09/2013,71,Masculino,6,1,
2013,22/09/2013,55,Masculino,22,1,
2013,22/09/2013,48,Femenino,29,1,
2013,24/09/2013,24,Femenino,53,1,
2013,27/09/2013,62,Masculino,15,1,
2013,28/09/2013,25,Masculino,52,1,
2013,28/09/2013,10,Masculino,67,1,
2013,30/09/2013,58,Masculino,19,1,
2013,30/09/2013,53,Masculino,24,1,
2013,01/10/2013,28,Femenino,49,1,
2013,02/10/2013,31,Masculino,46,1,
2013,02/10/2013,31,Femenino,46,1,
2013,02/10/2013,53,Femenino,24,1,
2013,02/10/2013,51,Femenino,26,1,
2013,03/10/2013,62,Masculino,15,1,
2013,03/10/2013,25,Masculino,52,1,
2013,04/10/2013,59,Masculino,18,1,
2013,05/10/2013,19,Masculino,58,1,
2013,05/10/2013,62,Masculino,15,1,
2013,06/10/2013,29,Masculino,48,1,
2013,06/10/2013,40,Masculino,37,1,
2013,08/10/2013,20,Masculino,57,1,
2013,08/10/2013,45,Femenino,32,1,
2013,10/10/2013,42,Masculino,35,1,
2013,10/10/2013,18,Masculino,59,1,
2013,11/10/2013,47,Masculino,30,1,
2013,11/10/2013,71,Masculino,6,1,
2013,13/10/2013,56,Masculino,21,1,
2013,16/10/2013,40,Masculino,37,1,
2013,16/10/2013,49,Masculino,28,1,
2013,19/10/2013,61,Masculino,16,1,
2013,19/10/2013,54,Masculino,23,1,
2013,20/10/2013,18,Femenino,59,1,
2013,20/10/2013,38,Masculino,39,1,
2013,20/10/2013,75,Masculino,2,1,
2013,20/10/2013,11,Femenino,66,1,
2013,21/10/2013,47,Femenino,30,1,
2013,22/10/2013,43,Masculino,34,1,
2013,22/10/2013,20,Masculino,57,1,
2013,22/10/2013,27,Masculino,50,1,
2013,24/10/2013,18,Masculino,59,1,
2013,24/10/2013,32,Masculino,45,1,
2013,25/10/2013,48,Masculino,29,1,
2013,26/10/2013,17,Masculino,60,1,
2013,26/10/2013,27,Femenino,50,1,
2013,26/10/2013,20,Masculino,57,1,
2013,26/10/2013,27,Masculino,50,1,
2013,27/10/2013,24,Masculino,53,1,
2013,27/10/2013,1,Masculino,76,1,
2013,27/10/2013,25,Femenino,52,1,
2013,28/10/2013,73,Femenino,4,1,
2013,28/10/2013,41,Masculino,36,1,
2013,29/10/2013,18,Masculino,59,1,
2013,29/10/2013,23,Masculino,54,1,
2013,29/10/2013,44,Masculino,33,1,
2013,01/11/2013,30,Masculino,47,1,
2013,02/11/2013,59,Masculino,18,1,
2013,03/11/2013,39,Masculino,38,1,
2013,03/11/2013,29,Masculino,48,1,
2013,04/11/2013,28,Masculino,49,1,
2013,04/11/2013,36,Femenino,41,1,
2013,08/11/2013,61,Masculino,16,1,
2013,08/11/2013,19,Masculino,58,1,
2013,08/11/2013,61,Femenino,16,1,
2013,08/11/2013,71,Femenino,6,1,
2013,09/11/2013,19,Masculino,58,1,
2013,09/11/2013,47,Masculino,30,1,
2013,09/11/2013,52,Masculino,25,1,
2013,09/11/2013,16,Masculino,61,1,
2013,09/11/2013,18,Masculino,59,1,
2013,10/11/2013,21,Masculino,56,1,
2013,10/11/2013,27,Masculino,50,1,
2013,10/11/2013,31,Masculino,46,1,
2013,13/11/2013,60,Masculino,17,1,
2013,14/11/2013,76,Masculino,1,1,
2013,15/11/2013,11,Femenino,66,1,
2013,15/11/2013,16,Masculino,61,1,
2013,16/11/2013,20,Masculino,57,1,
2013,17/11/2013,25,Masculino,52,1,
2013,18/11/2013,60,Femenino,17,1,
2013,19/11/2013,57,Femenino,20,1,
2013,21/11/2013,60,Femenino,17,1,
2013,23/11/2013,17,Masculino,60,1,
2013,24/11/2013,74,Masculino,3,1,
2013,24/11/2013,27,Masculino,50,1,
2013,24/11/2013,48,Masculino,29,1,
2013,26/11/2013,18,Masculino,59,1,
2013,26/11/2013,74,Femenino,3,1,
2013,28/11/2013,18,Masculino,59,1,
2013,28/11/2013,41,Masculino,36,1,
2013,29/11/2013,69,Masculino,8,1,
2013,30/11/2013,16,Femenino,61,1,
2013,30/11/2013,37,Femenino,40,1,
2013,30/11/2013,60,Masculino,17,1,
2013,01/12/2013,19,Masculino,58,1,
2013,02/12/2013,5,Masculino,72,1,
2013,02/12/2013,29,Masculino,48,1,
2013,02/12/2013,23,Femenino,54,1,
2013,04/12/2013,21,Masculino,56,1,
2013,06/12/2013,27,Femenino,50,1,
2013,07/12/2013,24,Masculino,53,1,
2013,07/12/2013,46,Masculino,31,1,
2013,08/12/2013,51,Masculino,26,1,
2013,09/12/2013,16,Masculino,61,1,
2013,11/12/2013,18,Masculino,59,1,
2013,11/12/2013,21,Masculino,56,1,
2013,12/12/2013,17,Masculino,60,1,
2013,12/12/2013,35,Masculino,42,1,
2013,12/12/2013,56,Masculino,21,1,
2013,13/12/2013,42,Masculino,35,1,
2013,13/12/2013,51,Masculino,26,1,
2013,14/12/2013,21,Masculino,56,1,
2013,15/12/2013,68,Masculino,9,1,
2013,17/12/2013,72,Masculino,5,1,
2013,17/12/2013,50,Masculino,27,1,
2013,17/12/2013,61,Masculino,16,1,
2013,20/12/2013,25,Femenino,52,1,
2013,20/12/2013,61,Femenino,16,1,
2013,21/12/2013,9,Femenino,68,1,
2013,22/12/2013,35,Masculino,42,1,
2013,23/12/2013,38,Masculino,39,1,
2013,23/12/2013,44,Masculino,33,1,
2013,24/12/2013,44,Femenino,33,1,
2013,25/12/2013,20,Masculino,57,1,
2013,25/12/2013,30,Femenino,47,1,
2013,26/12/2013,26,Femenino,51,1,
2013,27/12/2013,2,Femenino,75,1,
2013,29/12/2013,53,Masculino,24,1,
2013,30/12/2013,39,Masculino,38,1,
2013,31/12/2013,61,Femenino,16,1,
2013,31/12/2013,36,Masculino,41,1,
2013,31/12/2013,17,Masculino,60,1,
