Fecha,Matrícula,Intersección,Infracción,Valor en UR,Multas
2016-12-20,OLC 738,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,ONV 141,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,OOJ 137,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-22,OOO 204,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,OPX 313,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-25,OTC 1083,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,OTC 1087,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,OVV 776,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-18,OVV 776,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,OXF 566,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-22,OZJ 060,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,PAA 6813,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,PAA 8636,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,PAA 9321,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,PAA 9369,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,PAA 9369,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,PAA 9664,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,PAB 1583,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-17,PAB 1666,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,PAB 4265,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,PAB 6142,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,PAB 7449,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,PAB 7722,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-19,PAB6086,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-11,PAF 466,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-24,PAF 466,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,PAF 466,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,PAL 0041,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-20,PAL 0087,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,PAO 260,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,PAO 996,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-21,PAQ 582,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,PAS 869,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-21,PAZ 962,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-16,PBT 1151,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-10,PDI 0076,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,PFD 418,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,PIH 310,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,PJJ 628,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-13,PPT444,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,PSA 2009,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,PSA 2069,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-15,PSA 796,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-12,PTC 0141,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-13,PTP1002,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,QAA 1295,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,QAA 1458,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,QAA 4022,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,QAA 4022,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-23,QAA 4738,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,QAB 1163,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-15,QAB 1196,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-24,QAB 1250,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,QAB 1985,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-15,QAB 2048,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-26,QAB 2048,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-14,QAB 2525,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-14,QAB 2525,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-20,QAB 3146,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-19,QAB 3403,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,QAB 3544,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,QAB 4404,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,QAB 4404,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,QAB 4955,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,QAB 6468,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,QAB 6875,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,QAB 8231,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-23,QAB 8231,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-10,QAB 8240,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,QAB 9449,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,QAB2525,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-20,QAC 1081,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-13,QAC 1185,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-12,QAC 1201,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-14,QAC 1510,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,QAC 1724,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-10,QAC 4030,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-10,QAC 4172,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-16,QAC3140,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-14,QAC3456,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-17,QAL 1767,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,QAO 689,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-21,QHA 1372,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,QTU 1090,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,QTU 1121,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-23,RAA 1145,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-24,RAA 8174,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,RAA 8436,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,RAA 8436,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,RAA8601,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,RAB 1936,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,RAB 4160,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-20,RAB 5472,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-25,RAB 6045,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-11,RAB 8525,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-17,RAB4953,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-23,RAC 4392,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-11,RAC 4646,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-18,RAC 5990,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-20,RAC 6191,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-21,RAC 6215,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-21,RAC 6215,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-24,RAL 1838,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-20,RBA 1948,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,RBA 3013,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,RBA 3252,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-17,RBA 4772,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-21,RBC 083,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-14,RBF 293,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-16,RDA 1066,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-13,SAD 3719,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-23,SAF 4809,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-22,SAF 5952,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,SAG 2423,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-12,SAG 4907,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,SAG 8974,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,SAG 9531,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,SAH 4026,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,SAH 6740,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,SAI 3385,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-22,SAI 6671,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,SAI3675,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,SAJ 6134,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-19,SAK 5574,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-17,SAK 6635,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-18,SAL 3970,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,SAL 9317,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,SAN 8932,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,SAO 1272,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,SAO 1272,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-19,SAO 3168,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,SAO 4453,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,SAP 3257,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,SAP 3257,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,SAP 3257,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-13,SAP1857,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-11,SAQ 6868,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-16,SAR 4712,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,SAS 3800,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-14,SAS 8737,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-14,SAS 9046,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-19,SASH 5998,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,SAU 3763,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,SAv. 1448,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-24,SAv. 3901,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-16,SAv. 6223,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-22,SAW 1446,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-26,SAW 6795,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-12,SAW 8365,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,SAX 4197,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-13,SAX 8955,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-13,SAY 6117,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-16,SAY 6778,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-16,SAY 7490,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,SBA 2290,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-14,SBA 2516,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-25,SBB 6969,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-13,SBC 2752,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,SBD 1047,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-22,SBE 4980,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,SBE8497,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-11,SBH 6301,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,SBI 4193,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-11,SBJ 4265,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-19,SBJ 7165,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,SBJ 7523,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-15,SBJ9851,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-26,SBK 1890,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-17,SBL6312,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-12,SBM 6369,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,SBM 7488,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-23,SBN 5738,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,SBO 1893,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-26,SBO 2437,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-14,SBP6087,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-10,SBS 4117,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,SBS 8928,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,SBS 8928,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-11,SBv.4376,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-12,SBW 5804,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,SBW 6768,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,SCD 3301,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-17,SCE 2391,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-13,SCG 3195,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-20,SCG 9753,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,SCH 1090,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,SCH 1136,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,SCH 1240,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,SCH 1240,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,SCH 1390,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,SCS 020,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,SDY 050,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-25,SEF 088,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-20,SEH 022,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-19,SEH022,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,SEN 419,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-12,SES 0198,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-12,SEW 051,Av. Gral Flores y D. Aramburu,Cruzar o girar con luz roja,5,1
2016-12-17,SEY 045,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,SFB 491,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-14,SFQ 063,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-25,SFQ 063,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-17,SGO 882,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-11,SGT 087,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-19,SGW 043,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,SGW 043,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,SGW 043,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,SGW 085,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-10,SHE 006,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,SHK 072,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,SHT 047,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-17,SIU 772,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-12,SIW 341,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-10,SIZ 573,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-10,SJM 803,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-10,SJS 982,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-17,SJV789,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-24,SJW 045,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-24,SJW 141,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-12,SKI 3036,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-16,SLF 8877,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,SME 1865,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-21,SNB 510,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,SOF 4448,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-18,SRE 0009,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-25,SRE 0061,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,SRE 0075,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,SRE 0085,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-25,SRE 0130,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,SRE 0185,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,SRE 0274,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-15,SRE 0277,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,SRJ 377,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-23,SST 2032,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,STC 1657,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,STC 1699,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,STC 2133,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,STC 2155,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-10,STC 2272,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,STC 2485,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,STC 2868,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-12,STC 2907,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-12,STC 2917,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,STC 2920,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,STP 2304,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,STU 0036,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-25,STU 0385,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-20,STU 0636,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,STU 0914,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-13,STU 0931,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,STU 0937,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,TEH 315,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-15,WFN 397,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-10,SAO 8912,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
